Metadata_Plate,Metadata_Well,Metadata_Site,FileName_OrigMito,FileName_OrigAGP,FileName_OrigRNA,FileName_OrigER,FileName_OrigDNA,FileName_OrigBrightfield,FileName_OrigHighZBF,FileName_OrigLowZBF,PathName_OrigMito,PathName_OrigAGP,PathName_OrigRNA,PathName_OrigER,PathName_OrigDNA,PathName_OrigBrightfield,PathName_OrigHighZBF,PathName_OrigLowZBF,FileName_IllumMito,FileName_IllumAGP,FileName_IllumRNA,FileName_IllumER,FileName_IllumDNA,FileName_IllumBrightfield,FileName_IllumHighZBF,FileName_IllumLowZBF,PathName_IllumMito,PathName_IllumAGP,PathName_IllumRNA,PathName_IllumER,PathName_IllumDNA,PathName_IllumBrightfield,PathName_IllumHighZBF,PathName_IllumLowZBF
BR00117035,A01,1,r01c01f01p01-ch1sk1fk1fl1.tiff,r01c01f01p01-ch2sk1fk1fl1.tiff,r01c01f01p01-ch3sk1fk1fl1.tiff,r01c01f01p01-ch4sk1fk1fl1.tiff,r01c01f01p01-ch5sk1fk1fl1.tiff,r01c01f01p01-ch6sk1fk1fl1.tiff,r01c01f01p01-ch7sk1fk1fl1.tiff,r01c01f01p01-ch8sk1fk1fl1.tiff,demo/backend/profiling_backend/data/raw_core/BR00117035,demo/backend/profiling_backend/data/raw_core/BR00117035,demo/backend/profiling_backend/data/raw_core/BR00117035,demo/backend/profiling_backend/data/raw_core/BR00117035,demo/backend/profiling_backend/data/raw_core/BR00117035,demo/backend/profiling_backend/data/raw_core/BR00117035,demo/backend/profiling_backend/data/raw_core/BR00117035,demo/backend/profiling_backend/data/raw_core/BR00117035,BR00117035_IllumMito.npy,BR00117035_IllumAGP.npy,BR00117035_IllumRNA.npy,BR00117035_IllumER.npy,BR00117035_IllumDNA.npy,BR00117035_IllumBrightfield.npy,BR00117035_IllumHighZBF.npy,BR00117035_IllumLowZBF.npy,demo/backend/segmentation_backend/data/illumination,demo/backend/segmentation_backend/data/illumination,demo/backend/segmentation_backend/data/illumination,demo/backend/segmentation_backend/data/illumination,demo/backend/segmentation_backend/data/illumination,demo/backend/segmentation_backend/data/illumination,demo/backend/segmentation_backend/data/illumination,demo/backend/segmentation_backend/data/illumination
